"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 20 17:12:50 GMT 2022","Thu Oct 20 17:12:52 GMT 2022","2399","","Login page","","Login page","switches from Login form to Create New Account form","switches from Login form to Create New Account form",""
